movieId,title,genres,imdbId,tmdbId,imageUrl
858,"Godfather, The (1972)",Crime|Drama,68646,238,https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992),Action|Comedy|Crime|Thriller,104558,11134,https://m.media-amazon.com/images/M/MV5BMjA5OTFlN2EtYjI4NC00NjczLThlZDAtMTQxZWNiMzBkYzBlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
866,Bound (1996),Crime|Drama|Romance|Thriller,115736,9303,https://m.media-amazon.com/images/M/MV5BNjcwN2RhYWYtOWY1NC00M2JkLTllYWItYzZhOTg4NjZmMDcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
867,Carpool (1996),Comedy|Crime,115836,23945,https://m.media-amazon.com/images/M/MV5BYjQ4ZDI4M2UtNmY4OS00YjgxLWFkMjMtZDgzMjg3NThkMzBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
869,Kansas City (1996),Crime|Drama|Musical|Thriller,116745,22479,https://m.media-amazon.com/images/M/MV5BODE1ZjIwMjYtMmFhMC00NGZiLTgxNmUtYTVmYTg1MDg2NDBkXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_SX300.jpg
870,Gone Fishin' (1997),Comedy,119214,9054,https://m.media-amazon.com/images/M/MV5BZmFlMWMwYmUtMGEwNS00ZWVlLTlkNjctYTQ4NWUxMTIxOTg5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
875,Nothing to Lose (1994),Action|Crime|Drama,110693,410921,https://m.media-amazon.com/images/M/MV5BZGI3YmZmNDEtMmY0NC00NTA2LWIyZTAtMGMxMjFhYjk1OGQxXkEyXkFqcGdeQXVyODQwNDYyODg@._V1_SX300.jpg
876,Supercop 2 (Project S) (Chao ji ji hua) (1993),Action|Comedy|Crime|Thriller,106544,38955,"https://m.media-amazon.com/images/M/MV5BZWYxMDZiZTYtODU0OS00N2VkLTljM2QtNTczODg3YjY0ODk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
879,"Relic, The (1997)",Horror|Thriller,120004,11015,https://m.media-amazon.com/images/M/MV5BNzk1NjU5ODYtODI1Yy00Y2EwLTg0Y2QtZDJhMGU5OTM2NWYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,116654,9306,https://m.media-amazon.com/images/M/MV5BYjQxNmM5ODItMGM3Yi00N2VlLTkwNTEtNDZkNzUyYzA3MmIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
881,First Kid (1996),Children|Comedy,116311,12559,https://m.media-amazon.com/images/M/MV5BNmM1ZjAzODMtMjQ3NS00NmQ4LWI4OWMtYzk4ZWM4MGY2ZDcxXkEyXkFqcGdeQXVyNjc4ODQwNzg@._V1_SX300.jpg
882,"Trigger Effect, The (1996)",Drama|Thriller,117965,58770,https://m.media-amazon.com/images/M/MV5BNmI5MDAzZjUtMmFlMS00ZmM0LTllYTQtOTQ2YjExMWNlMTU1XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg
885,Bogus (1996),Children|Drama|Fantasy,115725,3587,https://m.media-amazon.com/images/M/MV5BZjNiZGU4MWEtZDc1Ni00ODdjLWEyNTMtNmNiMTQwYTc2YjdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
886,Bulletproof (1996),Action|Comedy|Crime,115783,10723,https://m.media-amazon.com/images/M/MV5BYTQ0ZWY3OGItM2Y0Yi00YjdmLWFkZDAtYzFhNmRjNTVmNzFlXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_SX300.jpg
888,Land Before Time III: The Time of the Great Giving (1995),Adventure|Animation|Children|Musical,113596,19004,https://m.media-amazon.com/images/M/MV5BMTI1OTU3NjkwMl5BMl5BanBnXkFtZTYwOTU2MDg5._V1_SX300.jpg
889,1-900 (06) (1994),Drama|Romance,109001,101230,
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),Horror|Thriller,113253,10987,https://m.media-amazon.com/images/M/MV5BMzQ3MjgzMWMtMjJhMy00MmVjLTllMzMtMWVjMmMxNTIzNWQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
892,Twelfth Night (1996),Comedy|Drama|Romance,117991,44705,https://m.media-amazon.com/images/M/MV5BM2UxYTEwZWUtZTNkMC00NGU1LWE1MTctZmM0ZTdlOGRjODk5XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
893,Mother Night (1996),Drama,117093,20318,https://m.media-amazon.com/images/M/MV5BMDA0OGI4ODctMzRkOC00NzI0LWEyZmYtODU1NmM5MzYxOWYwXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg
896,Wild Reeds (Les roseaux sauvages) (1994),Drama,111019,26933,https://m.media-amazon.com/images/M/MV5BZjM5NmE1ZDEtNTFmNi00M2I4LWFiODUtZGJlMzIzZmZiMzM1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
897,For Whom the Bell Tolls (1943),Adventure|Drama|Romance|War,35896,27854,https://m.media-amazon.com/images/M/MV5BM2U0MDQwMjctOGI2Yy00NjIyLWI4NjEtMjY3MDQxZDEwZGY2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance,32904,981,https://m.media-amazon.com/images/M/MV5BYjQ4ZDA4NGMtMTkwYi00NThiLThhZDUtZTEzNTAxOWYyY2E4XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg
899,Singin' in the Rain (1952),Comedy|Musical|Romance,45152,872,https://m.media-amazon.com/images/M/MV5BMWUyNjQ5MTAtNDJhYS00MWQ0LTk2ZTAtZmE4MWNlMjMwMzg3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
900,"American in Paris, An (1951)",Musical|Romance,43278,2769,https://m.media-amazon.com/images/M/MV5BMzFkNGM0YTUtZjY5Ny00NzBkLWE1NTAtYzUxNjUyZmJlODMwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
901,Funny Face (1957),Comedy|Musical,50419,13320,https://m.media-amazon.com/images/M/MV5BNGY0YzA2OWQtOGMwZi00MzI2LWE4MzgtY2QzOTk1ODBhYjA3XkEyXkFqcGdeQXVyMjIyNjE2NA@@._V1_SX300.jpg
902,Breakfast at Tiffany's (1961),Drama|Romance,54698,164,https://m.media-amazon.com/images/M/MV5BNGEwMTRmZTQtMDY4Ni00MTliLTk5ZmMtOWMxYWMyMTllMDg0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,52357,426,https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
904,Rear Window (1954),Mystery|Thriller,47396,567,https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
905,It Happened One Night (1934),Comedy|Romance,25316,3078,https://m.media-amazon.com/images/M/MV5BZmViYmM5OTYtNGQ4Ny00YjQyLThiNjEtYTE4MGZhZTNmZjcyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
906,Gaslight (1944),Drama|Thriller,36855,13528,https://m.media-amazon.com/images/M/MV5BNTI0Y2Q1YjAtZTJhOS00NTZjLTk5ZWItNzJiMTM1NGVjZThlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,25164,28288,https://m.media-amazon.com/images/M/MV5BMTc5MjcxMjU0OV5BMl5BanBnXkFtZTgwODY0OTgxMTE@._V1_SX300.jpg
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,53125,213,https://m.media-amazon.com/images/M/MV5BZDA3NDExMTUtMDlhOC00MmQ5LWExZGUtYmI1NGVlZWI4OWNiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
909,"Apartment, The (1960)",Comedy|Drama|Romance,53604,284,https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg
910,Some Like It Hot (1959),Comedy|Crime,53291,239,https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,56923,4808,https://m.media-amazon.com/images/M/MV5BMTA0Y2UyMDUtZGZiOS00ZmVkLTg3NmItODQyNTY1ZjU1MWE4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
912,Casablanca (1942),Drama|Romance,34583,289,https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,33870,963,https://m.media-amazon.com/images/M/MV5BZjIwNGM1ZTUtOThjYS00NDdiLTk2ZDYtNGY5YjJkNzliM2JjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,58385,11113,https://m.media-amazon.com/images/M/MV5BNGM0ZTU3NmItZmRmMy00YWNjLWEzMWItYzg3MzcwZmM5NjdiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg
915,Sabrina (1954),Comedy|Romance,47437,6620,https://m.media-amazon.com/images/M/MV5BYmFlNTA1NWItODQxNC00YjFmLWE3ZWYtMzg3YTkwYmMxMjY2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
916,Roman Holiday (1953),Comedy|Drama|Romance,46250,804,https://m.media-amazon.com/images/M/MV5BMTE2MDM4MTMtZmNkZC00Y2QyLWE0YjUtMTAxZGJmODMxMDM0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
917,"Little Princess, The (1939)",Children|Drama,31580,26531,https://m.media-amazon.com/images/M/MV5BZjEyYTgyZDItYWUzMy00OTVkLWE4YzQtMzliZGRiMjYxZDkzXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
918,Meet Me in St. Louis (1944),Musical,37059,909,https://m.media-amazon.com/images/M/MV5BZWVmZmRlNWQtYzYyMy00ZDljLWE5MjgtNDE5MGVmYTQ5NDk0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,32138,630,https://m.media-amazon.com/images/M/MV5BNjUyMTc4MDExMV5BMl5BanBnXkFtZTgwNDg0NDIwMjE@._V1_SX300.jpg
920,Gone with the Wind (1939),Drama|Romance|War,31381,770,https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
921,My Favorite Year (1982),Comedy,84370,31044,https://m.media-amazon.com/images/M/MV5BZjNmZDkyZWQtMmFkYi00NDNjLWJmY2QtMTE1YTIwN2E0OWEzXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,43014,599,https://m.media-amazon.com/images/M/MV5BMTU0NTkyNzYwMF5BMl5BanBnXkFtZTgwMDU0NDk5MTI@._V1_SX300.jpg
923,Citizen Kane (1941),Drama|Mystery,33467,15,https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,62622,62,https://m.media-amazon.com/images/M/MV5BMmNlYzRiNDctZWNhMi00MzI4LThkZTctMTUzMmZkMmFmNThmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
926,All About Eve (1950),Drama,42192,705,https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_SX300.jpg
927,"Women, The (1939)",Comedy,32143,22490,https://m.media-amazon.com/images/M/MV5BMjk2NzU4ZTQtYmYxZi00ZjI0LWEzZDMtZDY4OGY2YTI2MDcxXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
928,Rebecca (1940),Drama|Mystery|Romance|Thriller,32976,223,https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller,32484,25670,https://m.media-amazon.com/images/M/MV5BNmM3ZGE4Y2EtNGFlMS00YjE5LWExYzYtYzQyYTQxYTZlMWRmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
930,Notorious (1946),Film-Noir|Romance|Thriller,38787,303,https://m.media-amazon.com/images/M/MV5BYTc1NGViOTMtNjZhNS00OGY2LWI4MmItOWQwNTY4MDMzNWI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
931,Spellbound (1945),Mystery|Romance|Thriller,38109,4174,https://m.media-amazon.com/images/M/MV5BMTM2NDI5Nzg5Nl5BMl5BanBnXkFtZTcwNDk3NzI0NA@@._V1_SX300.jpg
932,"Affair to Remember, An (1957)",Drama|Romance,50105,8356,https://m.media-amazon.com/images/M/MV5BN2M3YjI1YTUtNDFlOS00MGNiLWExZjctNjY1ODFhYjYxMWMwXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,48728,381,https://m.media-amazon.com/images/M/MV5BODM2ODgyOGYtYzYwMC00ZTEwLTg2MmItZDI2OTdhMTdiMGFiL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
934,Father of the Bride (1950),Comedy,42451,20758,https://m.media-amazon.com/images/M/MV5BNzBlYzAxMjgtOGRmZS00ZmRjLWFmNjQtZjVjZTFlMzE3Y2MzXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
935,"Band Wagon, The (1953)",Comedy|Musical,45537,29376,https://m.media-amazon.com/images/M/MV5BNGUxZmJkZTgtMmI1Ny00Mzg3LWFlY2QtMjNkM2QwZGVhYTQyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
936,Ninotchka (1939),Comedy|Romance,31725,1859,https://m.media-amazon.com/images/M/MV5BOTQ1ZDg5MjctZmNkNC00M2E5LTgyMjEtMjg0NDVjMTBiZjFhXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg
937,Love in the Afternoon (1957),Comedy|Romance,50658,18299,https://m.media-amazon.com/images/M/MV5BZDgxMTM4OWQtNjJmMS00YTgwLWI0NjItMWRmMDIwMzQzYTMyXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
938,Gigi (1958),Musical,51658,17281,https://m.media-amazon.com/images/M/MV5BMWIzNzlkMWUtY2VhYy00NWMwLTg3MWUtZWY4ODZjMjBiMmM1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance,29843,10907,https://m.media-amazon.com/images/M/MV5BYjZjOTU3MTMtYTM5YS00YjZmLThmNmMtODcwOTM1NmRiMWM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
941,"Mark of Zorro, The (1940)",Adventure,32762,32093,https://m.media-amazon.com/images/M/MV5BMTU2ODc0NzUyMl5BMl5BanBnXkFtZTgwODQ3NTA1MjE@._V1_SX300.jpg
942,Laura (1944),Crime|Film-Noir|Mystery,37008,1939,https://m.media-amazon.com/images/M/MV5BYjkxOGM5OTktNTRmZi00MjhlLWE2MDktNzY3NjY3NmRjNDUyXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg
943,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance,39420,22292,https://m.media-amazon.com/images/M/MV5BNzYxMjIyMmYtMDI2OS00YTgyLWExZWMtODdkZTk1NzRlODgzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
944,Lost Horizon (1937),Drama,29162,3598,https://m.media-amazon.com/images/M/MV5BNDIwODc3MDAtZWY5Ny00MTNkLTk2ZTMtYTE4NDY4NDk3MTVmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
945,Top Hat (1935),Comedy|Musical|Romance,27125,3080,https://m.media-amazon.com/images/M/MV5BN2Q0NjE1NTMtOTY5Zi00NWMxLTliOGYtNTg1OGU5M2RjNjVkXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg
946,To Be or Not to Be (1942),Comedy|Drama|War,35446,198,https://m.media-amazon.com/images/M/MV5BYTIwNDcyMjktMTczMy00NDM5LTlhNDEtMmE3NGVjOTM2YjQ3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg
947,My Man Godfrey (1936),Comedy|Romance,28010,13562,https://m.media-amazon.com/images/M/MV5BNTdkZTViNWItZWM2NS00YmMzLWJiYzgtYTAwODEyNjM0NjIwXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg
948,Giant (1956),Drama|Romance|Western,49261,1712,https://m.media-amazon.com/images/M/MV5BYWQ3ZmZhMmQtODQyMS00Y2Q0LThlOTAtM2NiMDMyNDdlYmQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
949,East of Eden (1955),Drama,48028,220,https://m.media-amazon.com/images/M/MV5BNTYzNjI3MWUtZjg3Yi00ZDBkLWIwM2YtYmUyZGZjN2RiZjI5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
950,"Thin Man, The (1934)",Comedy|Crime,25878,3529,"https://m.media-amazon.com/images/M/MV5BYmFlOWMwMjAtMDMyMC00N2JjLTllODUtZjY3YWU3NGRkM2I2L2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
951,His Girl Friday (1940),Comedy|Romance,32599,3085,https://m.media-amazon.com/images/M/MV5BZDVmZTZkYjMtNmViZC00ODEzLTgwNDAtNmQ3OGQwOWY5YjFmXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg
952,Around the World in 80 Days (1956),Adventure|Comedy,48960,2897,https://m.media-amazon.com/images/M/MV5BNjRhNjVlYTgtODZiOS00OTVhLWE4ZTItZjc3MTFiYWY1YjI5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,38650,1585,https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg
954,Mr. Smith Goes to Washington (1939),Drama,31679,3083,https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
955,Bringing Up Baby (1938),Comedy|Romance,29947,900,https://m.media-amazon.com/images/M/MV5BMmVkOTRiYmItZjE4NS00MWNjLWE0ZmMtYzg5YzFjMjMyY2RkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
956,Penny Serenade (1941),Drama|Romance,34012,43795,https://m.media-amazon.com/images/M/MV5BMGVjYzU4NjAtOWVkYi00OWQ3LWEwYzMtOTI2ZWY3YTQ1ZGM4L2ltYWdlXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg
959,Of Human Bondage (1934),Drama,25586,43905,https://m.media-amazon.com/images/M/MV5BNDJiOGNkYTUtZDBmMS00MTgyLWIxYjQtODg0YTU2MTQ4ZDMzXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX300.jpg
961,Little Lord Fauntleroy (1936),Drama,27893,23114,https://m.media-amazon.com/images/M/MV5BOWIxZWM2ZTEtZmU5OS00N2EyLWEyODctZmE3N2Y4NTVmNzQ1L2ltYWdlXkEyXkFqcGdeQXVyNzM0MDQ1Mw@@._V1_SX300.jpg
963,"Inspector General, The (1949)",Musical,41509,40206,https://m.media-amazon.com/images/M/MV5BNTg0MjdhZDktMGQzNy00MTg0LWFiZTAtMjNkNTFlZTQ0NGM0XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg
965,"39 Steps, The (1935)",Drama|Mystery|Thriller,26029,260,https://m.media-amazon.com/images/M/MV5BMTY5ODAzMTcwOF5BMl5BanBnXkFtZTcwMzYxNDYyNA@@._V1_SX300.jpg
968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,63350,10331,https://m.media-amazon.com/images/M/MV5BYzI4NmVhNmItYzAzNC00ZTJmLWExMjAtMjBjN2VjYWVmMDQwXkEyXkFqcGdeQXVyMzAxNjg3MjQ@._V1_SX300.jpg
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War,43265,488,https://m.media-amazon.com/images/M/MV5BOTg0NjY1NTEyMF5BMl5BanBnXkFtZTgwNjUwMTY3MjE@._V1_SX300.jpg
970,Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance,46414,22733,https://m.media-amazon.com/images/M/MV5BMjA2MDUyMzcxMl5BMl5BanBnXkFtZTgwOTQzNzYzMjE@._V1_SX300.jpg
971,Cat on a Hot Tin Roof (1958),Drama,51459,261,https://m.media-amazon.com/images/M/MV5BMzFhNTMwNDMtZjY3Yy00NzY3LWI1ZWQtZTQxMWJmODVhZWFkXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg
973,Meet John Doe (1941),Comedy|Drama,33891,32574,https://m.media-amazon.com/images/M/MV5BMjJmOGYwNmItMjI5MS00ZGE2LWJlNDUtODZjYTBjNGQ1MTg5XkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg
976,"Farewell to Arms, A (1932)",Romance|War,22879,22649,https://m.media-amazon.com/images/M/MV5BMzM2ODc0NTY3OF5BMl5BanBnXkFtZTgwMjQwNzkzMjE@._V1_SX300.jpg
979,Nothing Personal (1995),Drama|War,114007,125587,
981,Dangerous Ground (1997),Drama,118927,52855,
982,Picnic (1955),Drama,48491,39940,https://m.media-amazon.com/images/M/MV5BOWYzOTcyNDEtOTcxYi00ODgxLWE1OWItOTM2NjNiOWNlYTg5XkEyXkFqcGdeQXVyNjMxODMyODU@._V1_SX300.jpg
984,"Pompatus of Love, The (1996)",Comedy|Drama,117357,85328,https://m.media-amazon.com/images/M/MV5BM2MyZWNiZjctOGE1NS00YjBhLTk2ODAtOGQwOTQ5MDEwOTNiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
986,Fly Away Home (1996),Adventure|Children,116329,11076,https://m.media-amazon.com/images/M/MV5BMTA0OTE5MDQ0NTBeQTJeQWpwZ15BbWU4MDI5OTc3NTMx._V1_SX300.jpg
987,Bliss (1997),Drama|Romance,118742,63945,https://m.media-amazon.com/images/M/MV5BMjA2NTgzNTY2Ml5BMl5BanBnXkFtZTcwMTc0MDgxMQ@@._V1_SX300.jpg
988,Grace of My Heart (1996),Comedy|Drama,116442,58985,https://m.media-amazon.com/images/M/MV5BMTkxMzMxNzM2NF5BMl5BanBnXkFtZTYwMTY3NzU5._V1_SX300.jpg
990,Maximum Risk (1996),Action|Adventure|Thriller,117011,10861,https://m.media-amazon.com/images/M/MV5BMzY5ZWQ0OTMtZjdiYy00YzhmLTg5MDAtMzRlMTllMDliMDJkXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg
991,Michael Collins (1996),Drama,117039,1770,https://m.media-amazon.com/images/M/MV5BZjE5NGFmMGYtNmU1MC00ZWQxLWIzMzEtZjgzZjljMWNmYjE1XkEyXkFqcGdeQXVyNTYzNDI3MzQ@._V1_SX300.jpg
993,Infinity (1996),Drama,116635,2033,
994,Big Night (1996),Comedy|Drama,115678,18203,https://m.media-amazon.com/images/M/MV5BNTlhODIzNzEtNjE3ZC00NjBjLWE3ZTQtN2U1YjQ0ZGUxODc1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
996,Last Man Standing (1996),Action|Crime|Drama|Thriller,116830,9333,https://m.media-amazon.com/images/M/MV5BOThkYmJjYTMtOWMzNC00ZjQ4LWI4NzAtYjRlMDA3ZWMyYWRmXkEyXkFqcGdeQXVyNDIyMjczNjI@._V1_SX300.jpg
998,Set It Off (1996),Action|Crime,117603,9400,https://m.media-amazon.com/images/M/MV5BZjU0ZjgwMjctZjg1Ni00NmQxLThlZDEtNTMzZDkyMjNkZDI3XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg
999,2 Days in the Valley (1996),Crime|Film-Noir,115438,9401,https://m.media-amazon.com/images/M/MV5BZDI0ZmFmYTgtMTQ5OS00MTVmLTgwNWYtNzIyY2Y5NjYxNzgyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
1003,Extreme Measures (1996),Drama|Thriller,116259,11306,https://m.media-amazon.com/images/M/MV5BZWVlMmJhYWUtMzc1ZC00OGY2LTk2YmItMTM4NmMyYzA3YjAyXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg
1004,"Glimmer Man, The (1996)",Action|Thriller,116421,9625,https://m.media-amazon.com/images/M/MV5BYzgzZWY4YWMtMTQ4Yi00ZGQ4LTg4YjItNGNhMGM0ZWViNmY3XkEyXkFqcGdeQXVyMTczNjQwOTY@._V1_SX300.jpg
1005,D3: The Mighty Ducks (1996),Children|Comedy,116000,10680,https://m.media-amazon.com/images/M/MV5BNWMyZmNkNTMtYTZlMi00MmQ5LWE4NWQtMzVjZWZhNmU1Yjc1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
